20260011/1;20260011/2;20260011/3;20260011/4;20260011/5;20260011/6;20260011/7;20260011/8;20260011/9;20260011/10;20260011/11;20260011/12;11;10011;20011;30011;40011;50011;60011;70011;80011;90011;1677;11677;21677;31677;41677;51677;61677;71677;81677;91677;3343;13343;23343;33343;43343;53343;63343;73343;83343;93343;5009;15009;25009;35009;45009;55009;65009;75009;85009;95009;6675;16675;26675;36675;46675;56675;66675;76675;86675;96675;8341;18341;28341;38341;48341;58341;68341;78341;88341;98341
20260012/1;20260012/2;20260012/3;20260012/4;20260012/5;20260012/6;20260012/7;20260012/8;20260012/9;20260012/10;20260012/11;20260012/12;12;10012;20012;30012;40012;50012;60012;70012;80012;90012;1678;11678;21678;31678;41678;51678;61678;71678;81678;91678;3344;13344;23344;33344;43344;53344;63344;73344;83344;93344;5010;15010;25010;35010;45010;55010;65010;75010;85010;95010;6676;16676;26676;36676;46676;56676;66676;76676;86676;96676;8342;18342;28342;38342;48342;58342;68342;78342;88342;98342
20260013/1;20260013/2;20260013/3;20260013/4;20260013/5;20260013/6;20260013/7;20260013/8;20260013/9;20260013/10;20260013/11;20260013/12;13;10013;20013;30013;40013;50013;60013;70013;80013;90013;1679;11679;21679;31679;41679;51679;61679;71679;81679;91679;3345;13345;23345;33345;43345;53345;63345;73345;83345;93345;5011;15011;25011;35011;45011;55011;65011;75011;85011;95011;6677;16677;26677;36677;46677;56677;66677;76677;86677;96677;8343;18343;28343;38343;48343;58343;68343;78343;88343;98343
20260014/1;20260014/2;20260014/3;20260014/4;20260014/5;20260014/6;20260014/7;20260014/8;20260014/9;20260014/10;20260014/11;20260014/12;14;10014;20014;30014;40014;50014;60014;70014;80014;90014;1680;11680;21680;31680;41680;51680;61680;71680;81680;91680;3346;13346;23346;33346;43346;53346;63346;73346;83346;93346;5012;15012;25012;35012;45012;55012;65012;75012;85012;95012;6678;16678;26678;36678;46678;56678;66678;76678;86678;96678;8344;18344;28344;38344;48344;58344;68344;78344;88344;98344
20260015/1;20260015/2;20260015/3;20260015/4;20260015/5;20260015/6;20260015/7;20260015/8;20260015/9;20260015/10;20260015/11;20260015/12;15;10015;20015;30015;40015;50015;60015;70015;80015;90015;1681;11681;21681;31681;41681;51681;61681;71681;81681;91681;3347;13347;23347;33347;43347;53347;63347;73347;83347;93347;5013;15013;25013;35013;45013;55013;65013;75013;85013;95013;6679;16679;26679;36679;46679;56679;66679;76679;86679;96679;8345;18345;28345;38345;48345;58345;68345;78345;88345;98345
20260016/1;20260016/2;20260016/3;20260016/4;20260016/5;20260016/6;20260016/7;20260016/8;20260016/9;20260016/10;20260016/11;20260016/12;16;10016;20016;30016;40016;50016;60016;70016;80016;90016;1682;11682;21682;31682;41682;51682;61682;71682;81682;91682;3348;13348;23348;33348;43348;53348;63348;73348;83348;93348;5014;15014;25014;35014;45014;55014;65014;75014;85014;95014;6680;16680;26680;36680;46680;56680;66680;76680;86680;96680;8346;18346;28346;38346;48346;58346;68346;78346;88346;98346
20260017/1;20260017/2;20260017/3;20260017/4;20260017/5;20260017/6;20260017/7;20260017/8;20260017/9;20260017/10;20260017/11;20260017/12;17;10017;20017;30017;40017;50017;60017;70017;80017;90017;1683;11683;21683;31683;41683;51683;61683;71683;81683;91683;3349;13349;23349;33349;43349;53349;63349;73349;83349;93349;5015;15015;25015;35015;45015;55015;65015;75015;85015;95015;6681;16681;26681;36681;46681;56681;66681;76681;86681;96681;8347;18347;28347;38347;48347;58347;68347;78347;88347;98347
20260018/1;20260018/2;20260018/3;20260018/4;20260018/5;20260018/6;20260018/7;20260018/8;20260018/9;20260018/10;20260018/11;20260018/12;18;10018;20018;30018;40018;50018;60018;70018;80018;90018;1684;11684;21684;31684;41684;51684;61684;71684;81684;91684;3350;13350;23350;33350;43350;53350;63350;73350;83350;93350;5016;15016;25016;35016;45016;55016;65016;75016;85016;95016;6682;16682;26682;36682;46682;56682;66682;76682;86682;96682;8348;18348;28348;38348;48348;58348;68348;78348;88348;98348
20260019/1;20260019/2;20260019/3;20260019/4;20260019/5;20260019/6;20260019/7;20260019/8;20260019/9;20260019/10;20260019/11;20260019/12;19;10019;20019;30019;40019;50019;60019;70019;80019;90019;1685;11685;21685;31685;41685;51685;61685;71685;81685;91685;3351;13351;23351;33351;43351;53351;63351;73351;83351;93351;5017;15017;25017;35017;45017;55017;65017;75017;85017;95017;6683;16683;26683;36683;46683;56683;66683;76683;86683;96683;8349;18349;28349;38349;48349;58349;68349;78349;88349;98349
20260020/1;20260020/2;20260020/3;20260020/4;20260020/5;20260020/6;20260020/7;20260020/8;20260020/9;20260020/10;20260020/11;20260020/12;20;10020;20020;30020;40020;50020;60020;70020;80020;90020;1686;11686;21686;31686;41686;51686;61686;71686;81686;91686;3352;13352;23352;33352;43352;53352;63352;73352;83352;93352;5018;15018;25018;35018;45018;55018;65018;75018;85018;95018;6684;16684;26684;36684;46684;56684;66684;76684;86684;96684;8350;18350;28350;38350;48350;58350;68350;78350;88350;98350
20260021/1;20260021/2;20260021/3;20260021/4;20260021/5;20260021/6;20260021/7;20260021/8;20260021/9;20260021/10;20260021/11;20260021/12;21;10021;20021;30021;40021;50021;60021;70021;80021;90021;1687;11687;21687;31687;41687;51687;61687;71687;81687;91687;3353;13353;23353;33353;43353;53353;63353;73353;83353;93353;5019;15019;25019;35019;45019;55019;65019;75019;85019;95019;6685;16685;26685;36685;46685;56685;66685;76685;86685;96685;8351;18351;28351;38351;48351;58351;68351;78351;88351;98351
20260022/1;20260022/2;20260022/3;20260022/4;20260022/5;20260022/6;20260022/7;20260022/8;20260022/9;20260022/10;20260022/11;20260022/12;22;10022;20022;30022;40022;50022;60022;70022;80022;90022;1688;11688;21688;31688;41688;51688;61688;71688;81688;91688;3354;13354;23354;33354;43354;53354;63354;73354;83354;93354;5020;15020;25020;35020;45020;55020;65020;75020;85020;95020;6686;16686;26686;36686;46686;56686;66686;76686;86686;96686;8352;18352;28352;38352;48352;58352;68352;78352;88352;98352
20260023/1;20260023/2;20260023/3;20260023/4;20260023/5;20260023/6;20260023/7;20260023/8;20260023/9;20260023/10;20260023/11;20260023/12;23;10023;20023;30023;40023;50023;60023;70023;80023;90023;1689;11689;21689;31689;41689;51689;61689;71689;81689;91689;3355;13355;23355;33355;43355;53355;63355;73355;83355;93355;5021;15021;25021;35021;45021;55021;65021;75021;85021;95021;6687;16687;26687;36687;46687;56687;66687;76687;86687;96687;8353;18353;28353;38353;48353;58353;68353;78353;88353;98353
20260024/1;20260024/2;20260024/3;20260024/4;20260024/5;20260024/6;20260024/7;20260024/8;20260024/9;20260024/10;20260024/11;20260024/12;24;10024;20024;30024;40024;50024;60024;70024;80024;90024;1690;11690;21690;31690;41690;51690;61690;71690;81690;91690;3356;13356;23356;33356;43356;53356;63356;73356;83356;93356;5022;15022;25022;35022;45022;55022;65022;75022;85022;95022;6688;16688;26688;36688;46688;56688;66688;76688;86688;96688;8354;18354;28354;38354;48354;58354;68354;78354;88354;98354
20260025/1;20260025/2;20260025/3;20260025/4;20260025/5;20260025/6;20260025/7;20260025/8;20260025/9;20260025/10;20260025/11;20260025/12;25;10025;20025;30025;40025;50025;60025;70025;80025;90025;1691;11691;21691;31691;41691;51691;61691;71691;81691;91691;3357;13357;23357;33357;43357;53357;63357;73357;83357;93357;5023;15023;25023;35023;45023;55023;65023;75023;85023;95023;6689;16689;26689;36689;46689;56689;66689;76689;86689;96689;8355;18355;28355;38355;48355;58355;68355;78355;88355;98355
20260026/1;20260026/2;20260026/3;20260026/4;20260026/5;20260026/6;20260026/7;20260026/8;20260026/9;20260026/10;20260026/11;20260026/12;26;10026;20026;30026;40026;50026;60026;70026;80026;90026;1692;11692;21692;31692;41692;51692;61692;71692;81692;91692;3358;13358;23358;33358;43358;53358;63358;73358;83358;93358;5024;15024;25024;35024;45024;55024;65024;75024;85024;95024;6690;16690;26690;36690;46690;56690;66690;76690;86690;96690;8356;18356;28356;38356;48356;58356;68356;78356;88356;98356
20260027/1;20260027/2;20260027/3;20260027/4;20260027/5;20260027/6;20260027/7;20260027/8;20260027/9;20260027/10;20260027/11;20260027/12;27;10027;20027;30027;40027;50027;60027;70027;80027;90027;1693;11693;21693;31693;41693;51693;61693;71693;81693;91693;3359;13359;23359;33359;43359;53359;63359;73359;83359;93359;5025;15025;25025;35025;45025;55025;65025;75025;85025;95025;6691;16691;26691;36691;46691;56691;66691;76691;86691;96691;8357;18357;28357;38357;48357;58357;68357;78357;88357;98357
20260028/1;20260028/2;20260028/3;20260028/4;20260028/5;20260028/6;20260028/7;20260028/8;20260028/9;20260028/10;20260028/11;20260028/12;28;10028;20028;30028;40028;50028;60028;70028;80028;90028;1694;11694;21694;31694;41694;51694;61694;71694;81694;91694;3360;13360;23360;33360;43360;53360;63360;73360;83360;93360;5026;15026;25026;35026;45026;55026;65026;75026;85026;95026;6692;16692;26692;36692;46692;56692;66692;76692;86692;96692;8358;18358;28358;38358;48358;58358;68358;78358;88358;98358
20260029/1;20260029/2;20260029/3;20260029/4;20260029/5;20260029/6;20260029/7;20260029/8;20260029/9;20260029/10;20260029/11;20260029/12;29;10029;20029;30029;40029;50029;60029;70029;80029;90029;1695;11695;21695;31695;41695;51695;61695;71695;81695;91695;3361;13361;23361;33361;43361;53361;63361;73361;83361;93361;5027;15027;25027;35027;45027;55027;65027;75027;85027;95027;6693;16693;26693;36693;46693;56693;66693;76693;86693;96693;8359;18359;28359;38359;48359;58359;68359;78359;88359;98359
20260030/1;20260030/2;20260030/3;20260030/4;20260030/5;20260030/6;20260030/7;20260030/8;20260030/9;20260030/10;20260030/11;20260030/12;30;10030;20030;30030;40030;50030;60030;70030;80030;90030;1696;11696;21696;31696;41696;51696;61696;71696;81696;91696;3362;13362;23362;33362;43362;53362;63362;73362;83362;93362;5028;15028;25028;35028;45028;55028;65028;75028;85028;95028;6694;16694;26694;36694;46694;56694;66694;76694;86694;96694;8360;18360;28360;38360;48360;58360;68360;78360;88360;98360
20260031/1;20260031/2;20260031/3;20260031/4;20260031/5;20260031/6;20260031/7;20260031/8;20260031/9;20260031/10;20260031/11;20260031/12;31;10031;20031;30031;40031;50031;60031;70031;80031;90031;1697;11697;21697;31697;41697;51697;61697;71697;81697;91697;3363;13363;23363;33363;43363;53363;63363;73363;83363;93363;5029;15029;25029;35029;45029;55029;65029;75029;85029;95029;6695;16695;26695;36695;46695;56695;66695;76695;86695;96695;8361;18361;28361;38361;48361;58361;68361;78361;88361;98361
20260032/1;20260032/2;20260032/3;20260032/4;20260032/5;20260032/6;20260032/7;20260032/8;20260032/9;20260032/10;20260032/11;20260032/12;32;10032;20032;30032;40032;50032;60032;70032;80032;90032;1698;11698;21698;31698;41698;51698;61698;71698;81698;91698;3364;13364;23364;33364;43364;53364;63364;73364;83364;93364;5030;15030;25030;35030;45030;55030;65030;75030;85030;95030;6696;16696;26696;36696;46696;56696;66696;76696;86696;96696;8362;18362;28362;38362;48362;58362;68362;78362;88362;98362
20260033/1;20260033/2;20260033/3;20260033/4;20260033/5;20260033/6;20260033/7;20260033/8;20260033/9;20260033/10;20260033/11;20260033/12;33;10033;20033;30033;40033;50033;60033;70033;80033;90033;1699;11699;21699;31699;41699;51699;61699;71699;81699;91699;3365;13365;23365;33365;43365;53365;63365;73365;83365;93365;5031;15031;25031;35031;45031;55031;65031;75031;85031;95031;6697;16697;26697;36697;46697;56697;66697;76697;86697;96697;8363;18363;28363;38363;48363;58363;68363;78363;88363;98363
20260034/1;20260034/2;20260034/3;20260034/4;20260034/5;20260034/6;20260034/7;20260034/8;20260034/9;20260034/10;20260034/11;20260034/12;34;10034;20034;30034;40034;50034;60034;70034;80034;90034;1700;11700;21700;31700;41700;51700;61700;71700;81700;91700;3366;13366;23366;33366;43366;53366;63366;73366;83366;93366;5032;15032;25032;35032;45032;55032;65032;75032;85032;95032;6698;16698;26698;36698;46698;56698;66698;76698;86698;96698;8364;18364;28364;38364;48364;58364;68364;78364;88364;98364
20260035/1;20260035/2;20260035/3;20260035/4;20260035/5;20260035/6;20260035/7;20260035/8;20260035/9;20260035/10;20260035/11;20260035/12;35;10035;20035;30035;40035;50035;60035;70035;80035;90035;1701;11701;21701;31701;41701;51701;61701;71701;81701;91701;3367;13367;23367;33367;43367;53367;63367;73367;83367;93367;5033;15033;25033;35033;45033;55033;65033;75033;85033;95033;6699;16699;26699;36699;46699;56699;66699;76699;86699;96699;8365;18365;28365;38365;48365;58365;68365;78365;88365;98365
20260036/1;20260036/2;20260036/3;20260036/4;20260036/5;20260036/6;20260036/7;20260036/8;20260036/9;20260036/10;20260036/11;20260036/12;36;10036;20036;30036;40036;50036;60036;70036;80036;90036;1702;11702;21702;31702;41702;51702;61702;71702;81702;91702;3368;13368;23368;33368;43368;53368;63368;73368;83368;93368;5034;15034;25034;35034;45034;55034;65034;75034;85034;95034;6700;16700;26700;36700;46700;56700;66700;76700;86700;96700;8366;18366;28366;38366;48366;58366;68366;78366;88366;98366
20260037/1;20260037/2;20260037/3;20260037/4;20260037/5;20260037/6;20260037/7;20260037/8;20260037/9;20260037/10;20260037/11;20260037/12;37;10037;20037;30037;40037;50037;60037;70037;80037;90037;1703;11703;21703;31703;41703;51703;61703;71703;81703;91703;3369;13369;23369;33369;43369;53369;63369;73369;83369;93369;5035;15035;25035;35035;45035;55035;65035;75035;85035;95035;6701;16701;26701;36701;46701;56701;66701;76701;86701;96701;8367;18367;28367;38367;48367;58367;68367;78367;88367;98367
20260038/1;20260038/2;20260038/3;20260038/4;20260038/5;20260038/6;20260038/7;20260038/8;20260038/9;20260038/10;20260038/11;20260038/12;38;10038;20038;30038;40038;50038;60038;70038;80038;90038;1704;11704;21704;31704;41704;51704;61704;71704;81704;91704;3370;13370;23370;33370;43370;53370;63370;73370;83370;93370;5036;15036;25036;35036;45036;55036;65036;75036;85036;95036;6702;16702;26702;36702;46702;56702;66702;76702;86702;96702;8368;18368;28368;38368;48368;58368;68368;78368;88368;98368
20260039/1;20260039/2;20260039/3;20260039/4;20260039/5;20260039/6;20260039/7;20260039/8;20260039/9;20260039/10;20260039/11;20260039/12;39;10039;20039;30039;40039;50039;60039;70039;80039;90039;1705;11705;21705;31705;41705;51705;61705;71705;81705;91705;3371;13371;23371;33371;43371;53371;63371;73371;83371;93371;5037;15037;25037;35037;45037;55037;65037;75037;85037;95037;6703;16703;26703;36703;46703;56703;66703;76703;86703;96703;8369;18369;28369;38369;48369;58369;68369;78369;88369;98369
20260040/1;20260040/2;20260040/3;20260040/4;20260040/5;20260040/6;20260040/7;20260040/8;20260040/9;20260040/10;20260040/11;20260040/12;40;10040;20040;30040;40040;50040;60040;70040;80040;90040;1706;11706;21706;31706;41706;51706;61706;71706;81706;91706;3372;13372;23372;33372;43372;53372;63372;73372;83372;93372;5038;15038;25038;35038;45038;55038;65038;75038;85038;95038;6704;16704;26704;36704;46704;56704;66704;76704;86704;96704;8370;18370;28370;38370;48370;58370;68370;78370;88370;98370
20260041/1;20260041/2;20260041/3;20260041/4;20260041/5;20260041/6;20260041/7;20260041/8;20260041/9;20260041/10;20260041/11;20260041/12;41;10041;20041;30041;40041;50041;60041;70041;80041;90041;1707;11707;21707;31707;41707;51707;61707;71707;81707;91707;3373;13373;23373;33373;43373;53373;63373;73373;83373;93373;5039;15039;25039;35039;45039;55039;65039;75039;85039;95039;6705;16705;26705;36705;46705;56705;66705;76705;86705;96705;8371;18371;28371;38371;48371;58371;68371;78371;88371;98371
20260042/1;20260042/2;20260042/3;20260042/4;20260042/5;20260042/6;20260042/7;20260042/8;20260042/9;20260042/10;20260042/11;20260042/12;42;10042;20042;30042;40042;50042;60042;70042;80042;90042;1708;11708;21708;31708;41708;51708;61708;71708;81708;91708;3374;13374;23374;33374;43374;53374;63374;73374;83374;93374;5040;15040;25040;35040;45040;55040;65040;75040;85040;95040;6706;16706;26706;36706;46706;56706;66706;76706;86706;96706;8372;18372;28372;38372;48372;58372;68372;78372;88372;98372
20260043/1;20260043/2;20260043/3;20260043/4;20260043/5;20260043/6;20260043/7;20260043/8;20260043/9;20260043/10;20260043/11;20260043/12;43;10043;20043;30043;40043;50043;60043;70043;80043;90043;1709;11709;21709;31709;41709;51709;61709;71709;81709;91709;3375;13375;23375;33375;43375;53375;63375;73375;83375;93375;5041;15041;25041;35041;45041;55041;65041;75041;85041;95041;6707;16707;26707;36707;46707;56707;66707;76707;86707;96707;8373;18373;28373;38373;48373;58373;68373;78373;88373;98373
20260044/1;20260044/2;20260044/3;20260044/4;20260044/5;20260044/6;20260044/7;20260044/8;20260044/9;20260044/10;20260044/11;20260044/12;44;10044;20044;30044;40044;50044;60044;70044;80044;90044;1710;11710;21710;31710;41710;51710;61710;71710;81710;91710;3376;13376;23376;33376;43376;53376;63376;73376;83376;93376;5042;15042;25042;35042;45042;55042;65042;75042;85042;95042;6708;16708;26708;36708;46708;56708;66708;76708;86708;96708;8374;18374;28374;38374;48374;58374;68374;78374;88374;98374
20260045/1;20260045/2;20260045/3;20260045/4;20260045/5;20260045/6;20260045/7;20260045/8;20260045/9;20260045/10;20260045/11;20260045/12;45;10045;20045;30045;40045;50045;60045;70045;80045;90045;1711;11711;21711;31711;41711;51711;61711;71711;81711;91711;3377;13377;23377;33377;43377;53377;63377;73377;83377;93377;5043;15043;25043;35043;45043;55043;65043;75043;85043;95043;6709;16709;26709;36709;46709;56709;66709;76709;86709;96709;8375;18375;28375;38375;48375;58375;68375;78375;88375;98375
20260046/1;20260046/2;20260046/3;20260046/4;20260046/5;20260046/6;20260046/7;20260046/8;20260046/9;20260046/10;20260046/11;20260046/12;46;10046;20046;30046;40046;50046;60046;70046;80046;90046;1712;11712;21712;31712;41712;51712;61712;71712;81712;91712;3378;13378;23378;33378;43378;53378;63378;73378;83378;93378;5044;15044;25044;35044;45044;55044;65044;75044;85044;95044;6710;16710;26710;36710;46710;56710;66710;76710;86710;96710;8376;18376;28376;38376;48376;58376;68376;78376;88376;98376
20260047/1;20260047/2;20260047/3;20260047/4;20260047/5;20260047/6;20260047/7;20260047/8;20260047/9;20260047/10;20260047/11;20260047/12;47;10047;20047;30047;40047;50047;60047;70047;80047;90047;1713;11713;21713;31713;41713;51713;61713;71713;81713;91713;3379;13379;23379;33379;43379;53379;63379;73379;83379;93379;5045;15045;25045;35045;45045;55045;65045;75045;85045;95045;6711;16711;26711;36711;46711;56711;66711;76711;86711;96711;8377;18377;28377;38377;48377;58377;68377;78377;88377;98377
20260048/1;20260048/2;20260048/3;20260048/4;20260048/5;20260048/6;20260048/7;20260048/8;20260048/9;20260048/10;20260048/11;20260048/12;48;10048;20048;30048;40048;50048;60048;70048;80048;90048;1714;11714;21714;31714;41714;51714;61714;71714;81714;91714;3380;13380;23380;33380;43380;53380;63380;73380;83380;93380;5046;15046;25046;35046;45046;55046;65046;75046;85046;95046;6712;16712;26712;36712;46712;56712;66712;76712;86712;96712;8378;18378;28378;38378;48378;58378;68378;78378;88378;98378
20260049/1;20260049/2;20260049/3;20260049/4;20260049/5;20260049/6;20260049/7;20260049/8;20260049/9;20260049/10;20260049/11;20260049/12;49;10049;20049;30049;40049;50049;60049;70049;80049;90049;1715;11715;21715;31715;41715;51715;61715;71715;81715;91715;3381;13381;23381;33381;43381;53381;63381;73381;83381;93381;5047;15047;25047;35047;45047;55047;65047;75047;85047;95047;6713;16713;26713;36713;46713;56713;66713;76713;86713;96713;8379;18379;28379;38379;48379;58379;68379;78379;88379;98379
20260050/1;20260050/2;20260050/3;20260050/4;20260050/5;20260050/6;20260050/7;20260050/8;20260050/9;20260050/10;20260050/11;20260050/12;50;10050;20050;30050;40050;50050;60050;70050;80050;90050;1716;11716;21716;31716;41716;51716;61716;71716;81716;91716;3382;13382;23382;33382;43382;53382;63382;73382;83382;93382;5048;15048;25048;35048;45048;55048;65048;75048;85048;95048;6714;16714;26714;36714;46714;56714;66714;76714;86714;96714;8380;18380;28380;38380;48380;58380;68380;78380;88380;98380
20260051/1;20260051/2;20260051/3;20260051/4;20260051/5;20260051/6;20260051/7;20260051/8;20260051/9;20260051/10;20260051/11;20260051/12;51;10051;20051;30051;40051;50051;60051;70051;80051;90051;1717;11717;21717;31717;41717;51717;61717;71717;81717;91717;3383;13383;23383;33383;43383;53383;63383;73383;83383;93383;5049;15049;25049;35049;45049;55049;65049;75049;85049;95049;6715;16715;26715;36715;46715;56715;66715;76715;86715;96715;8381;18381;28381;38381;48381;58381;68381;78381;88381;98381
20260052/1;20260052/2;20260052/3;20260052/4;20260052/5;20260052/6;20260052/7;20260052/8;20260052/9;20260052/10;20260052/11;20260052/12;52;10052;20052;30052;40052;50052;60052;70052;80052;90052;1718;11718;21718;31718;41718;51718;61718;71718;81718;91718;3384;13384;23384;33384;43384;53384;63384;73384;83384;93384;5050;15050;25050;35050;45050;55050;65050;75050;85050;95050;6716;16716;26716;36716;46716;56716;66716;76716;86716;96716;8382;18382;28382;38382;48382;58382;68382;78382;88382;98382
20260053/1;20260053/2;20260053/3;20260053/4;20260053/5;20260053/6;20260053/7;20260053/8;20260053/9;20260053/10;20260053/11;20260053/12;53;10053;20053;30053;40053;50053;60053;70053;80053;90053;1719;11719;21719;31719;41719;51719;61719;71719;81719;91719;3385;13385;23385;33385;43385;53385;63385;73385;83385;93385;5051;15051;25051;35051;45051;55051;65051;75051;85051;95051;6717;16717;26717;36717;46717;56717;66717;76717;86717;96717;8383;18383;28383;38383;48383;58383;68383;78383;88383;98383
20260054/1;20260054/2;20260054/3;20260054/4;20260054/5;20260054/6;20260054/7;20260054/8;20260054/9;20260054/10;20260054/11;20260054/12;54;10054;20054;30054;40054;50054;60054;70054;80054;90054;1720;11720;21720;31720;41720;51720;61720;71720;81720;91720;3386;13386;23386;33386;43386;53386;63386;73386;83386;93386;5052;15052;25052;35052;45052;55052;65052;75052;85052;95052;6718;16718;26718;36718;46718;56718;66718;76718;86718;96718;8384;18384;28384;38384;48384;58384;68384;78384;88384;98384
20260055/1;20260055/2;20260055/3;20260055/4;20260055/5;20260055/6;20260055/7;20260055/8;20260055/9;20260055/10;20260055/11;20260055/12;55;10055;20055;30055;40055;50055;60055;70055;80055;90055;1721;11721;21721;31721;41721;51721;61721;71721;81721;91721;3387;13387;23387;33387;43387;53387;63387;73387;83387;93387;5053;15053;25053;35053;45053;55053;65053;75053;85053;95053;6719;16719;26719;36719;46719;56719;66719;76719;86719;96719;8385;18385;28385;38385;48385;58385;68385;78385;88385;98385
